Doc ID,Country,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Notes,Matched health keywords,Health keyword categories
law-for-sustainable-rural-development_8e6f,Mexico,2001.0,Mitigation,1,0,0,,TB;disease;diseases;health;health service;ill;mental;well-being,communicable_disease;general_health;mental_health
redd-act_8847,South Korea,2023.0,Mitigation,1,1,0,,ill,communicable_disease
redd-act-enforcement-decree_9e33,South Korea,2023.0,Mitigation,1,1,0,,ill,communicable_disease
enforcement-decree_683a,South Korea,2021.0,Adaptation;Mitigation,1,1,0,,health;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health
preferential-tax-regimes-for-biofuels_4c87,United Kingdom,2002.0,Mitigation,1,0,0,,alcohol;ill,communicable_disease;substance_use
the-landlord-to-tenant-electricity-act-2017_744b,Germany,2017.0,Mitigation,1,0,0,,ill,communicable_disease
electricity-act_85ee,Taiwan,2017.0,Mitigation,1,1,0,,AIDS;accident;anger;death;emergency;flu;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
law-10438-establishing-the-programme-of-incentives-for-alternative-electricity-sources-proinfa_3cdc,Brazil,2002.0,Mitigation,1,0,0,,TB;emergency;ill,communicable_disease;general_health
tax-code-of-ukraine-no-2755-vi_c0f6,Ukraine,2010.0,Mitigation,1,0,0,,COVID;COVID-19;SARS,communicable_disease
climate-change-act-2024_c89b,South Africa,2024.0,Mitigation;Adaptation;Disaster Risk Management,1,1,0,,AIDS;GP;HIV;TB;anger;fever;health;ill;mental;well-being;zika,communicable_disease;general_health;mental_health;vector_borne_zoonotic
coast-conservation-amendment-act-49-2011_652d,Sri Lanka,1981.0,Adaptation,1,1,0,,ill;mental,communicable_disease;mental_health
law-14120-2021-on-power-sector_5332,Brazil,2021.0,Mitigation,1,0,0,,emergency;ill,communicable_disease;general_health
financial-services-and-markets-act-2023_8730,United Kingdom,2023.0,Mitigation;Disaster Risk Management;Loss And Damage;Adaptation,1,1,0,,death;distress;ill;illness;injury;mental;stress,communicable_disease;injury_trauma;mental_health;mortality_morbidity
act-no-xxxiv-of-2014-and-associated-feed-in-tariffs-regulations_1a00,Malta,2014.0,Mitigation,1,1,0,,health;healthcare;hospital;ill;medical,communicable_disease;general_health
act-no-xxxvi-of-2020_f2ad,Malta,2015.0,Adaptation;Mitigation,1,0,0,,TB;ill,communicable_disease
the-carbon-accounting-determination-of-excess-uk-assigned-amount-units-regulations-2023_fd20,United Kingdom,2023.0,Mitigation,1,0,0,,ill,communicable_disease
australian-renewable-energy-agency-act-2011_69e6,Australia,2011.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
australian-national-registry-of-emissions-units-act-2011_7846,Australia,2011.0,Mitigation,1,1,0,,health;ill;medical,communicable_disease;general_health
climate-change-authority-act-2011_4163,Australia,2011.0,Adaptation;Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
regulation-amending-regulation-eu-no-510_0f72,European Union,2014.0,Mitigation,1,1,0,,flu;ill,communicable_disease
fuel-quality-standards-regulations_a355,Australia,2001.0,Mitigation,1,1,0,,health;ill;mental,communicable_disease;general_health;mental_health
fuel-quality-standards-act_6a3f,Australia,2004.0,Mitigation,1,1,0,,death;emergency;health;ill;illness;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
national-environmental-management-protected-areas-act_bef8,South Africa,2004.0,Mitigation,1,1,0,,anger;disease;emergency;flood;ill;mental;well-being,communicable_disease;environmental_health;general_health;mental_health
law-amending-law-9985-2000-snuc_d3af,Brazil,2005.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
the-law-on-promotion-of-production-and-utilization-of-energy-from-renewable-sources_e343,Georgia,2020.0,Mitigation,1,1,0,,GP;TB;ill;mental,communicable_disease;general_health;mental_health
forest-development-conservation-and-utilization-policy-and-strategy_1de0,Ethiopia,2007.0,Mitigation,1,1,0,,HIV;anger;disease;flood;ill;mental,communicable_disease;environmental_health;mental_health
revision-of-forestry-law_2785,China,2019.0,Mitigation,1,1,0,,TB;anger;emergency;epidemic;health;ill;mental,communicable_disease;general_health;mental_health
law-12351-10-on-gas-and-oil-royalty-payments_b8e2,Brazil,2012.0,Mitigation,1,0,0,,flu;ill,communicable_disease
law-on-a-national-certificate-trade-for-fuel-emissions_68c4,Germany,2019.0,Mitigation,1,0,0,,AIDS;flu;ill,communicable_disease
climate-change-act-2022_98bb,Australia,2022.0,Mitigation,1,1,0,,health;ill,communicable_disease;general_health
local-tax-and-fees-act_f67b,Bulgaria,1998.0,Mitigation,1,1,0,,TB;accident;alcohol;anger;death;emergency;epidemic;flood;flu;health;ill;illness;medical;mental;mental disorder;mental disorders,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity;substance_use
law-21-2013-of-10-october-for-the-promotion-of-the-rehabilitation-of-the-real-estate-park-the-improvement-of-the-energy-efficiency-of-buildings-and-the-use-of-renewable-energies_d357,Andorra,2013.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
regulations-amending-schedule-2-to-the-greenhouse-gas-pollution-pricing-act-and-the-fuel-charge-regulations-sor-2025-107_d34e,Canada,2018.0,Mitigation,1,0,0,,GP;health;ill;mental,communicable_disease;general_health;mental_health
federal-law-annex-volume-ii-consolidation-of-government-programs_accd,Brazil,2024.0,Mitigation;Adaptation;Disaster Risk Management,1,0,0,,AIDS;COVID;COVID-19;GP;HIV;TB;accident;acquired immunodeficiency syndrome;cancer;disease;diseases;flood;flu;health;health care;health service;hepatitis;hospital;hunger;ill;infection;infections;medical;mental;sexually transmitted infection;sexually transmitted infections;syndrome;trauma;virus,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;non_communicable_disease;nutrition;pathogens_microbiology
federal-law-14-822-2024_ffdf,Brazil,2024.0,Mitigation;Adaptation;Disaster Risk Management,1,0,0,,health;health care;hospital,general_health
law-no-10-295-of-october-17-2001_7c36,Brazil,2001.0,Mitigation,1,0,0,,ill,communicable_disease
law-20-2012_5083,Uruguay,2023.0,Mitigation,1,0,0,,alcohol;health;ill;medical;nutrition,communicable_disease;general_health;nutrition;substance_use
law-19924-national-budget-law-2020-2024_8880,Uruguay,2020.0,Mitigation,1,0,0,,TB;accident;alcohol;disease;diseases;doctor;health;hospital;ill;illness;illnesses;medical;mental;pregnancy,communicable_disease;general_health;injury_trauma;maternal_child_health;mental_health;substance_use
law-no-19889_160d,Uruguay,2020.0,,1,0,0,,alcohol;doctor;ill;mental,communicable_disease;general_health;mental_health;substance_use
law-no-19-772-on-land-use-planning-and-sustainable-development-of-the-coastal-area-of-the-atlantic-ocean-and-the-rio-de-la-plata_6f90,Uruguay,2019.0,Adaptation,1,0,0,,ill;mental,communicable_disease;mental_health
law-19-585-prohibiting-fracking-and-creating-the-national-commission-for-scientific-and-technical-evaluation-cnect_df42,Uruguay,2018.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
law-no-19355_6d7d,Uruguay,2015.0,,1,0,0,,health;ill;mental,communicable_disease;general_health;mental_health
law-18-621-2009_c4c2,Uruguay,2009.0,Disaster Risk Management,1,0,0,,emergency;health;health service;ill;mental,communicable_disease;general_health;mental_health
law-no-18-597-on-the-efficient-use-of-energy-in-the-national-territory_a3a9,Uruguay,2009.0,Mitigation,1,0,0,,flu;ill,communicable_disease
law-15939-87-forest-law_45c1,Uruguay,1988.0,Mitigation,1,0,0,,alcohol;disease;diseases;flu;ill;mental;parasite,communicable_disease;mental_health;pathogens_microbiology;substance_use
energy-act_960c,Bulgaria,2003.0,Mitigation,1,1,0,,accident;anger;death;emergency;flu;health;ill;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
law-on-targeted-subsidies_afc1,Iran,2010.0,Mitigation,1,1,0,,flu;health;ill;illness;illnesses;medical;mental,communicable_disease;general_health;mental_health
sierra-leone-meteorological-agency-act-8-2017_4ea4,Sierra Leone,2017.0,,1,1,0,,HIV;TB;disease;drought;flood;ill;illness;mental,communicable_disease;environmental_health;mental_health
energy-efficiency-act_5725,Bulgaria,2008.0,Mitigation,1,1,0,,HIV;death;ill;mental,communicable_disease;mental_health;mortality_morbidity
emissions-reduction-fund_9080,Australia,2011.0,Mitigation,1,1,0,,bushfire;death;disease;drought;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health;mortality_morbidity
law-12-854-2013_5b08,Brazil,2013.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
general-law-on-climate-change-amended_897b,Mexico,2012.0,Adaptation;Mitigation,1,0,0,,COVID;COVID-19;HIV;SARS;coronavirus;disease;flu;health;ill;mental;pandemic;virus,communicable_disease;general_health;mental_health;pathogens_microbiology
meteorology-act_990e,Seychelles,2015.0,Adaptation;Mitigation,1,1,0,,TB;accident;anger;emergency;flood;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
law-no-13755-of-december-19-2018_8fda,Brazil,2018.0,Mitigation,1,0,0,,ill,communicable_disease
environmental-code_08f4,San Marino,2012.0,Mitigation,1,0,0,,HIV;accident;air pollution;anger;arsenic;bacteria;depression;doctor;drought;emergency;flood;flu;health;healthcare;hospital;human life;ill;medical;mental;salmonella;stress;substance use,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;mortality_morbidity;pathogens_microbiology;substance_use
law-no-31-of-2009-on-meteorology-climatology-and-geophysics_973f,Indonesia,2009.0,Adaptation,1,1,0,,air pollution;anger;anxiety;death;flu;health;ill;injury;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity
act-no-13-of-2003_8245,Bangladesh,2003.0,Mitigation,1,1,0,,emergency;ill;illness;mental,communicable_disease;general_health;mental_health
law-on-environmental-protection-no-72-2020-qh14_4e6d,Vietnam,2014.0,Mitigation,1,1,1,,AIDS;air pollution;anger;bacteria;disease;diseases;emergency;epidemic;epidemics;flu;health;hospital;human life;ill;infection;medical;mental;mental health;pathogen;pathogens,communicable_disease;environmental_health;general_health;mental_health;mortality_morbidity;pathogens_microbiology
law-11-488-2007-creating-the-special-incentive-scheme-for-infrastructure-development-reidi-and-resolution-conama-462-2014_5a7a,Brazil,2007.0,Mitigation,1,0,0,,flu,communicable_disease
forest-law_4a5f,Bulgaria,2011.0,Adaptation;Mitigation,1,1,0,,disease;flood;ill;mental,communicable_disease;environmental_health;mental_health
national-strategy-for-climate-adaptation_c12a,Sweden,2018.0,Adaptation;Mitigation,1,1,0,,AIDS;CKD;TB;accident;anger;bacteria;death;deaths;disease;diseases;drought;emergency;extreme heat;flood;flu;health;health care;healthcare;heat stress;heat stroke;high temperature;hunger;ill;infection;infections;injuries;injury;medical;mental;mental health;morbidity;mortality;stress;stroke;virus;well-being;wildfire;zoonoses,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity;non_communicable_disease;nutrition;pathogens_microbiology;vector_borne_zoonotic
law_1dc7,Brazil,2012.0,Adaptation;Loss And Damage;Disaster Risk Management,1,0,0,,emergency;ill;mental,communicable_disease;general_health;mental_health
climate-change-mitigation-act_c68c,Bulgaria,2014.0,Adaptation;Mitigation,1,1,1,,air pollution;flu;health;health care;ill;mental,communicable_disease;environmental_health;general_health;mental_health
law-on-forests_4a8d,Mongolia,2012.0,Adaptation;Mitigation,1,1,0,,TB;anger;disease;diseases;emergency;health;hospital;ill;mental;nutrition;pregnant,communicable_disease;general_health;maternal_child_health;mental_health;nutrition
basic-act-for-national-resilience-contributing-to-preventing-and-mitigating-disasters-for-developing-resilience-in-the-lives-of-the-citizenry_b7de,Japan,2013.0,Adaptation;Disaster Risk Management,1,1,0,,accident;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
law-1982-xii-1992-on-the-environment_e609,Belarus,1992.0,Adaptation;Mitigation,1,1,1,,accident;anger;death;emergency;flu;health;health care;healthcare;human life;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
law-11-284-2006-establishing-the-management-of-public-forests-brazilian-forest-service-and-national-fund-for-forest-development_fe81,Brazil,2006.0,Adaptation;Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
federal-law-no-9-478-1997_3088,Brazil,1997.0,Mitigation,1,1,0,,HIV;alcohol;depression;flu;ill;mental,communicable_disease;mental_health;substance_use
climate-change-act-2020-no-11-2020_e352,Mauritius,2020.0,Adaptation;Disaster Risk Management;Mitigation,1,1,0,,health;mental,general_health;mental_health
the-environmental-management-and-coordination-amendment-act-2015_b957,Kenya,2015.0,Disaster Risk Management;Mitigation,1,1,0,,TB;air pollution;anger;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health
federal-law-no-10-257-2001-on-the-cities-statute_55ad,Brazil,2001.0,Adaptation;Disaster Risk Management,1,0,0,,flu;ill;mental,communicable_disease;mental_health
directive-eu-2018-2001-of-the-european-parliament-and-of-the-council-of-11-december-2018-on-the-promotion-of-the-use-of-energy-from-renewable-sources_2173,European Union,2018.0,Mitigation,1,1,0,,COVID;COVID-19;TB;alcohol;anger;flu;health;ill;mental;pandemic;wildfire,communicable_disease;environmental_health;general_health;mental_health;substance_use
law-21-2018-of-13-september-on-the-promotion-of-the-energy-transition-and-climate-change_b5b4,Andorra,2018.0,Adaptation;Mitigation,1,1,0,,alcohol;anger;health;ill;mental,communicable_disease;general_health;mental_health;substance_use
petroleum-operations-maritime-zone-moratorium-act-54-2017_3067,Belize,2017.0,Disaster Risk Management;Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
law-12-587-2012_f447,Brazil,2012.0,Mitigation,1,0,0,,ill,communicable_disease
inflation-reduction-act_2fb5,United States,2022.0,Adaptation;Mitigation,1,1,1,,CHD;GP;TB;air pollution;alcohol;anger;arsenic;disease;distress;distressed;drought;emergency;extreme heat;flood;flu;health;health service;hospital;ill;medical;mental;nutrition;pregnancy;stress;wildfire,communicable_disease;environmental_health;food_waterborne;general_health;maternal_child_health;mental_health;non_communicable_disease;nutrition;substance_use
directive-2014-94-eu-on-the-deployment-of-alternative-fuels-infrastructure_9150,European Union,2014.0,Mitigation,1,1,0,,alcohol;anger;ill;mental,communicable_disease;mental_health;substance_use
climate-act_5e64,Sweden,2017.0,Adaptation,1,1,0,,ill,communicable_disease
h-r-1166-use-it-act_ca38,United States,2020.0,Mitigation,1,1,0,,anger;bacteria;flu;health;ill;mental,communicable_disease;general_health;mental_health;pathogens_microbiology
law_d678,Brazil,2021.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
the-forest-law-1992-aa85,Myanmar,1992.0,Adaptation;Mitigation,1,1,0,,TB;anger;disease;ill;mental,communicable_disease;mental_health
organic-law-of-the-federal-public-administration_1318,Mexico,2014.0,Mitigation,1,1,1,,HIV;accident;alcohol;alcoholism;anger;disease;diseases;flood;flu;health;health service;hospital;ill;medical;mental;mental health;plague,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;substance_use;vector_borne_zoonotic
law-no-98762008-941f,Albania,2008.0,Mitigation,1,0,0,,TB;health;ill;mental,communicable_disease;general_health;mental_health
disaster-and-emergency-management-act_ac5b,Samoa,2007.0,Disaster Risk Management,1,1,1,,TB;anger;disease;emergency;health;health service;human life;ill;mental;well-being,communicable_disease;general_health;mental_health;mortality_morbidity
law-no-18-2017-qh14-on-fisheries_63dc,Vietnam,2017.0,Adaptation,1,1,0,,AIDS;accident;anger;distress;emergency;epidemic;epidemics;flu;health;ill;mental;stress;toxins,communicable_disease;general_health;injury_trauma;mental_health;pathogens_microbiology
act-no-89-of-2018-on-promoting-utilization-of-sea-areas-in-development-of-power-generation-facilities-using-maritime-renewable-energy-resources_c1db,Japan,2018.0,Mitigation,1,1,0,,emergency;ill,communicable_disease;general_health
levelling-up-and-regeneration-bill-introduced-on-may-11-2022-8ea4,United Kingdom,2023.0,Mitigation;Adaptation,1,1,1,,TB;alcohol;death;emergency;flood;flu;health;health service;ill;medical;mental;well-being,communicable_disease;environmental_health;general_health;mental_health;mortality_morbidity;substance_use
the-law-on-regulating-forest-affairs-2011-4e43,Afghanistan,2011.0,Adaptation;Mitigation,1,1,0,,flood;ill;mental;poisoning,communicable_disease;environmental_health;food_waterborne;mental_health
law-no-75-on-civil-defence_4408,Cuba,1994.0,Adaptation;Disaster Risk Management,1,0,0,,GP;flu,communicable_disease;general_health
act-on-rational-use-and-proper-management-of-fluorocarbons_574f,Japan,2015.0,Mitigation,1,1,0,,flu;ill;mental,communicable_disease;mental_health
federal-law-no-9-795-1999_ca38,Brazil,1999.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
code-de-l-environnement-du-04-juillet-2019_6731,Guinea,2019.0,Adaptation;Mitigation,1,1,0,,accident;anger;bacteria;emergency;flu;health;hospital;ill;injury;loss of life;medical;mental;nutrition;well-being,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity;nutrition;pathogens_microbiology
stafford-disaster-relief-and-emergency-assistance-act_f63c,United States,1988.0,Disaster Risk Management,1,1,1,,AIDS;accident;anger;death;disease;diseases;drought;emergency;flood;health;health care;health service;hospital;hunger;ill;illness;injuries;injury;loss of life;medical;mental;mental health;nutrition;stress;suicide;wildfire;zoonotic disease,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity;nutrition;vector_borne_zoonotic
act-on-promoting-generation-of-electricity-from-renewable-energy-sources-harmonized-with-sound-development-of-agriculture-forestry-and-fisheries_9689,Japan,2014.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
law-no-12114-of-december-9-2009_6c88,Brazil,2009.0,Adaptation,1,0,0,,flu;ill;mental,communicable_disease;mental_health
law-no-9-605-of-february-1998_5962,Brazil,1998.0,Mitigation,1,1,0,,anger;death;disease;drought;flood;flu;health;hospital;hunger;ill;injury;mental;plague,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity;nutrition;vector_borne_zoonotic
law-amending-the-law-of-29-april-1999-on-the-organization-of-the-electricity-market_e2a3,Belgium,1999.0,Mitigation,1,1,0,,AIDS;CHD;CKD;GP;HIV;PTSD;TB;anger;death;disease;diseases;doctor;emergency;flu;grief;health;health care;health service;healthcare;hospital;ill;illness;injury;medical;mental;mental health;nutrition;pandemic;phobia;pregnancy;psychiatric;psychiatric hospital;psychological;psychosocial;sadness;stress;toxins;well-being;wellbeing,communicable_disease;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;non_communicable_disease;nutrition;pathogens_microbiology
spatial-planning-act_5887,Bulgaria,2001.0,Adaptation;Disaster Risk Management,1,1,0,,HIV;TB;accident;anger;flood;flu;health;health care;healthcare;ill;injury;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
law-no-12187-of-december-29-2009_a4f8,Brazil,2009.0,Adaptation;Mitigation,1,1,0,,,
the-cap-towards-2020-meeting-the-food-natural-resources-and-territorial-challenges-of-the-future_d1a5,European Union,2013.0,Adaptation;Mitigation,1,1,0,,drought;emergency;flu;health;ill;mental;nutrition;stress,communicable_disease;environmental_health;general_health;mental_health;nutrition
electricity-utility-act_c22d,South Korea,2000.0,Mitigation,1,1,0,,accident;disease;emergency;flu;ill;mental,communicable_disease;general_health;injury_trauma;mental_health
law-no-12-651-of-may-25-2012_5b20,Brazil,2012.0,Adaptation;Mitigation,1,0,0,,depression;flu;ill;mental;well-being,communicable_disease;general_health;mental_health
basic-law-for-the-federal-republic-of-germany_bf78,Germany,2025.0,Mitigation,1,0,0,,anger;death;disease;diseases;emergency;health;hospital;ill;medical;mental,communicable_disease;general_health;mental_health;mortality_morbidity
