Doc ID,Family ID,Country,ISO3,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Matched health keywords,Health keyword categories,Notes
directive-2006-40-ec-on-emissions-from-air-conditioning-systems-in-motor-vehicles_2c51,directive-2006-40-ec-on-emissions-from-air-conditioning-systems-in-motor-vehicles_96b4,European Union,EUR,2006.0,Mitigation,1,1,0,greenhouse;hfc;hfcs;humidity;o3;ozone;sulphur;temperature,environmental_health;unmapped, | SSL bypass used
budget-2022-2023_127c,federal-budget-law-2022-23_d27b,Australia,AUS,2022.0,Mitigation,1,0,0,health,general_health,
appropriation-act-no-2-2022-2023-budget-act-2022-2023_f18e,federal-budget-law-2022-23_d27b,Australia,AUS,2022.0,Mitigation,0,0,0,,,
climate-change-act-no-3-of-2024_097b,climate-change-act-no-3-of-2024_84b2,Saint Lucia,LCA,2024.0,Mitigation;Adaptation,1,1,0,greenhouse,environmental_health,
decree-on-aviation-activities-for-which-the-plan-on-monitoring-of-greenhouse-gas-emissions-is-not-delivered-no-77-2021_9cc1,law-on-protection-from-the-negative-impacts-of-climate-change_2c3c,Montenegro,MNE,2019.0,Adaptation;Mitigation,1,0,0,greenhouse,environmental_health,
budget-strategy-2022-23_1310,federal-budget-law-2022-23_d27b,Australia,AUS,2022.0,Mitigation,1,1,0,greenhouse,environmental_health,
greenhouse-and-energy-minimum-standards-act-consolidated-text_6fba,greenhouse-and-energy-minimum-standards-act_ebb7,Australia,AUS,2012.0,Mitigation,1,1,0,greenhouse,environmental_health,
legislative-decree-10-september-n-147_deca,legislative-decree-47-2020-amended-by-legislative-decree-147-2024_8630,Italy,ITA,2020.0,Mitigation,1,1,0,greenhouse,environmental_health,
regulation-eu-2023851-of-the-european-parliament-and-of-the-council-of-19-april-2023-amending-regulation-eu-2019631-as-regards-strengthening-the-co2-emission-performance-standards-for-new-passenger-cars-and-new-light-commercial-vehicles-in-line-with-the-unions-increased-climate-ambition-0a29,regulation-eu-2019-631-setting-co2-emission-performance-standards-for-new-passenger-cars-and-for-new-light-commercial-vehicles_a8fb,European Union,EUR,2019.0,Mitigation,1,1,0,co;covid;decarbonisation;emergency;emitting;greenhouse;health;mitigate;pandemic;temperature,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
energy-taxation-directive-2003-96-ec-of-27-october-2003-restructuring-the-community-framework-for-the-taxation-of-energy-products-and-electricity_64d3,energy-taxation-directive-2003-96-ec-of-27-october-2003-restructuring-the-community-framework-for-the-taxation-of-energy-products-and-electricity_343c,European Union,EUR,2003.0,Mitigation,1,1,0,alcohol;health;methane;stroke;sulphur;temperature,environmental_health;general_health;non_communicable_disease;substance_use;unmapped, | SSL bypass used
regulation-eu-2024-1610-amending-regulation-eu-2019-1242-as-regards-strengthening-the-co2-emission-performance-standards-for-new-heavy-duty-vehicles_d936,regulation-eu-2019-1242-setting-co2-emission-performance-standards-for-new-heavy-duty-vehicles-amended-by-regulation-eu-2024-1610-and-commission-delegated-regulation-eu-2025-1045_2da5,European Union,EUR,2019.0,Mitigation,1,1,0,co;covid;decarbonisation;greenhouse;health;medical;o3;pandemic,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
law-no-23-966-1991-tax-on-liquid-fuels-and-carbon-dioxide-consolidated-text_922a,law-no-23-966-1991-tax-on-liquid-fuels-and-carbon-dioxide-amended-by-decree-518-1998-and-law-27-430-2017_e03a,Argentina,ARG,1991.0,Mitigation,1,1,0,co;death;emergency;health,general_health;mortality_morbidity;unmapped, | SSL bypass used
regulation-eu-2024-1252-critical-raw-materials-act_2c89,regulation-eu-2024-1252-critical-raw-materials-act_dd0b,European Union,EUR,2024.0,Mitigation,1,1,0,accident;arsenic;co;covid;emergency;greenhouse;health;medical;mitigate;mitigation;stress;tb;temperature,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;unmapped, | SSL bypass used
law-370-on-migration_c25d,law-370-on-migration_ce38,Bolivia,BOL,2013.0,Disaster Risk Management;Loss And Damage;Adaptation,1,1,0,health,general_health, | SSL bypass used
art-42-bis-of-decree-law-162-19_afee,decree-law-162-19-amended-by-law-8-2020-self-consumption-of-renewable-energy-art-42-bis_3e61,Italy,ITA,2019.0,Mitigation,0,1,0,,,
sustainable-waste-management-act_f9b3,sustainable-waste-management-act_e5c2,Kenya,KEN,2022.0,Mitigation,0,1,0,,,
decree-law-34-2020-tax-deduction-for-energy-efficiency-improvements-superbonus-110_3d55,decree-law-34-2020-tax-deduction-for-energy-efficiency-improvements-superbonus-110_9a17,Italy,ITA,2020.0,Mitigation,1,1,0,greenhouse,environmental_health,
decree-law-162-19-amended-by-law-8-2020-consolidated-text_b5e7,decree-law-162-19-amended-by-law-8-2020-self-consumption-of-renewable-energy-art-42-bis_3e61,Italy,ITA,2019.0,Mitigation,1,1,0,greenhouse,environmental_health,
republic-act-no-11285-energy-efficiency-and-conservation-act_a9c0,republic-act-no-11285-energy-efficiency-and-conservation-act_ae48,Philippines,PHL,2019.0,Mitigation,1,1,0,aids;greenhouse;mitigate,communicable_disease;environmental_health;unmapped, | SSL bypass used
law-no-27-487-amending-law-25-080-on-investment-in-forestry_3456,law-25-080-for-investments-in-cultivated-forests-amended-by-law-27-487_d95b,Argentina,ARG,1999.0,Mitigation,0,1,0,,,
law-21-118-on-the-promotion-of-residential-scale-power-generation_5ac8,law-21-118-on-the-promotion-of-residential-scale-power-generation_5b21,Chile,CHL,2018.0,Mitigation,0,1,0,,, | SSL bypass used
law-337-law-creating-the-national-system-for-disaster-prevention-mitigation-and-response-2000-ley-creadora-del-sistema-nacional-para-la-prevencion-mitigation-y-atencion-de-desastres-2000_0560,law-337-law-creating-the-national-system-for-disaster-prevention-mitigation-and-response_8922,Nicaragua,NIC,2000.0,Disaster Risk Management,1,1,1,co;death;doctor;emergency;flood;health;hurricanes;ill;medical;mitigate;mitigation,communicable_disease;environmental_health;general_health;mortality_morbidity;unmapped, | SSL bypass used
law-19-300-on-general-environmental-bases-ley-19-300-sobre-bases-generales-del-medio-ambiente-modificada-por-la-ley-20-173-2017_de07,law-19-300-on-general-environmental-bases_2d9f,Chile,CHL,1994.0,Disaster Risk Management,0,1,0,,,
national-law-on-emergencies-and-risk-prevention-ley-nacional-de-emergencias-y-prevencion-del-riesgo_861f,law-8-488-national-law-on-emergencies-and-risk-prevention_ea39,Costa Rica,CRI,2006.0,Disaster Risk Management,0,1,0,,,
law-for-risk-reduction-and-disaster-response-ley-para-la-reduccion-de-riesgos-y-atencion-de-desastres_4668,law-2140-law-for-risk-reduction-and-disaster-response_65aa,Bolivia,BOL,2000.0,Disaster Risk Management,0,1,0,,,
climate-change-adaptation-act_e812,climate-change-adaptation-act_23ed,Japan,JPN,2018.0,Adaptation;Mitigation,0,0,0,,, | SSL bypass used
yellow-river-protection-law_7ee4,yellow-river-protection-law_5bd7,China,CHN,2022.0,Mitigation,0,0,0,,,
law-on-prevention-and-control-of-desertification_5440,law-on-prevention-and-control-of-desertification_ef0b,China,CHN,2001.0,Adaptation,0,0,0,,,
act-on-the-management-of-international-aviation-carbon-emissions_2099,act-on-the-management-of-international-aviation-carbon-emissions_47cf,South Korea,KOR,2024.0,Mitigation,0,0,0,,,
act-10963-tax-reform-for-acceleration-and-inclusion-train-act_282c,act-10963-tax-reform-for-acceleration-and-inclusion-train-act_a4ff,Philippines,PHL,2017.0,Mitigation,1,0,0,co;sars;sst,communicable_disease;unmapped, | SSL bypass used
law-no-10-02-approving-the-national-territorial-development-plan-29-june-2010_9537,law-no-10-02-approving-the-national-territorial-development-plan-29-june-2010_03ee,Algeria,DZA,2010.0,Mitigation;Adaptation,1,1,0,greenhouse,environmental_health,
sfs-2024-1187_cfb3,electricity-act-no-1997-857-amended-by-sfs-2024-1187_8dec,Sweden,SWE,1998.0,Mitigation,1,1,0,healthcare;nutrition,general_health;nutrition,
law-no-24-04-establishing-the-rules-for-disaster-prevention-response-and-risk-reduction-26-february-2024_adf0,law-no-24-04-establishing-the-rules-for-disaster-prevention-response-and-risk-reduction-26-february-2024_29f6,Algeria,DZA,2024.0,Adaptation;Disaster Risk Management,1,1,1,co;deaths;diagnosis;diseases;drought;emergency;epidemics;flood;health;injury;mitigate;mitigation;psychological;storms,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity;unmapped, | SSL bypass used
tax-reform-for-acceleration-and-inclusion-train-act-act-no-10963_f8af,act-10963-tax-reform-for-acceleration-and-inclusion-train-act_a4ff,Philippines,PHL,2017.0,Mitigation,0,1,0,,,
electricity-act-1997-857-consolidated-text_e923,electricity-act-no-1997-857-amended-by-sfs-2024-1187_8dec,Sweden,SWE,1998.0,Mitigation,1,1,0,greenhouse;health;injury;stress,environmental_health;general_health;injury_trauma;mental_health,
law-no-292-2018-on-assessing-the-impact-of-certain-public-and-private-projects-on-the-environment_5903,law-no-292-2018-on-assessing-the-impact-of-certain-public-and-private-projects-on-the-environment_ad44,Romania,ROU,2018.0,Mitigation;Adaptation,1,1,0,accident;emergency;flood;greenhouse;health,environmental_health;general_health;injury_trauma, | SSL bypass used
law-no-3991-ix-on-the-state-climate-policy_b817,law-no-3991-ix-on-the-state-climate-policy_fed7,Ukraine,UKR,2024.0,Mitigation;Adaptation,0,0,0,,,
law-20283-on-recuperation-of-native-forest-and-forestal-promotion_4fe0,law-20283-on-recuperation-of-native-forest-and-forestal-promotion_d626,Chile,CHL,2007.0,Mitigation,1,1,0,co;health;mitigate;mitigation;rainfall,general_health;unmapped, | SSL bypass used
renewable-energy-amendment-act-2020_eefd,renewable-energy-act-2011_716c,Ghana,GHA,2011.0,Mitigation,1,1,0,greenhouse;mitigate;mitigation,environmental_health;unmapped, | SSL bypass used
bui-power-authority-act-2007_1250,bui-power-authority-act-2007_bf27,Ghana,GHA,2007.0,Mitigation,1,1,0,co;death;flood;health,environmental_health;general_health;mortality_morbidity;unmapped, | SSL bypass used
energy-commission-amendment-act-2016_82a0,energy-commission-act-1997_2a01,Ghana,GHA,1997.0,Mitigation,0,0,0,,, | SSL bypass used
bui-power-authority-amendment-act-2020_f4f0,bui-power-authority-act-2007_bf27,Ghana,GHA,2007.0,Mitigation,0,1,0,,, | SSL bypass used
renewable-energy-act-2011_394e,renewable-energy-act-2011_716c,Ghana,GHA,2011.0,Mitigation,1,0,0,greenhouse,environmental_health,
national-disaster-management-organisation-act-1996-no-517_25bb,national-disaster-management-organisation-act-2016_b595,Ghana,GHA,1996.0,Adaptation,0,0,0,,,
green-economy-and-climate-change-act-of-2024_8543,green-economy-and-climate-change-act-of-2024_ecb4,Zambia,ZMB,2024.0,Mitigation;Adaptation,1,1,0,greenhouse;health;mitigation;wellbeing,environmental_health;general_health;unmapped,
national-tourism-and-hospitality-act-2015_53f2,national-tourism-and-hospitality-act-2015_f4ab,Zambia,ZMB,2015.0,Mitigation,1,1,0,aids;co;emergency;health;hiv;mental;virus;wellbeing,communicable_disease;general_health;mental_health;unmapped,
the-environmental-management-amendment-act_7624,the-environmental-management-act-2011_43f9,Zambia,ZMB,2011.0,Mitigation;Adaptation;Disaster Risk Management,1,1,0,accident;emergency;health;healthcare;mitigate;mitigation;ozone,general_health;injury_trauma;unmapped,
the-environmental-management-act-2011_901a,the-environmental-management-act-2011_43f9,Zambia,ZMB,2011.0,Mitigation;Adaptation;Disaster Risk Management,0,0,0,,,
law-18621-creation-of-national-public-and-permanent-emergency-system-2009_531b,law-18621-creation-of-national-public-and-permanent-emergency-system-2009_1b51,Uruguay,URY,2009.0,Disaster Risk Management,1,1,1,emergency;health;mitigate;mitigation,general_health;unmapped, | SSL bypass used
law-337-consolidated-text-law-creating-the-national-system-for-disaster-prevention-mitigation-and-response-2019-texto-consolidado-ley-creadora-del-sistema-nacional-para-la-prevencion-mitigacion-y-atencion-de-desastres_6347,law-337-law-creating-the-national-system-for-disaster-prevention-mitigation-and-response_8922,Nicaragua,NIC,2000.0,Disaster Risk Management,1,1,1,co;diagnosis;emergency;flood;health;hurricane;hurricanes;medical;mitigate;mitigation;storm,environmental_health;general_health;unmapped, | SSL bypass used
law-14-995-2024_bd9a,law-14-995-2024-on-the-eco-invest-brasil-programme-and-other-provisions_42b8,Brazil,BRA,2024.0,Mitigation;Adaptation,1,1,0,diagnosis;hunger,general_health;nutrition, | SSL bypass used
climate-emergency-act-act-no-9-2021_e16a,climate-emergency-act-act-no-9-2021_706a,Maldives,MDV,2021.0,Adaptation;Disaster Risk Management;Mitigation,0,0,0,,, | SSL bypass used
environmental-protection-act-2025_fe45,environmental-protection-act-2025_1d92,Ghana,GHA,2025.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,1,0,greenhouse,environmental_health,
revised-implementing-rules-and-regulations-r-irr-of-republic-act-no-9729-otherwise-known-as-the-climate-change-act-of-2009-as-amended-by-republic-act-no-10174_129a,the-climate-change-act-ra-9729-and-its-implementing-rules-and-regulations_ed4c,Philippines,PHL,2009.0,Adaptation;Disaster Risk Management;Mitigation,1,1,1,diseases;greenhouse;health;illnesses;methane;mitigation;nitrous;ozone;storms;temperature,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
law-no-74-2024-on-climate-action_c6e4,law-no-74-2024-on-climate-action_eccf,Moldova,MDA,2024.0,Mitigation;Adaptation;Disaster Risk Management,0,0,0,,,
law-08-l-250_6ef1,law-on-climate-change_15c7,Kosovo,XKX,2024.0,Mitigation;Adaptation,1,0,0,greenhouse,environmental_health,
republic-act-no-10174-amending-republic-act-no-9279_815c,the-climate-change-act-ra-9729-and-its-implementing-rules-and-regulations_ed4c,Philippines,PHL,2009.0,Adaptation;Disaster Risk Management;Mitigation,1,1,1,co;disease;diseases;greenhouse;health;illnesses;methane;mitigation;nitrous;ozone;rainfall;storms;temperature,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
republic-act-no-9729_8436,the-climate-change-act-ra-9729-and-its-implementing-rules-and-regulations_ed4c,Philippines,PHL,2009.0,Adaptation;Disaster Risk Management;Mitigation,1,1,1,co;diseases;greenhouse;health;illnesses;methane;mitigate;mitigation;nitrous;ozone;storms;temperature,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
civil-protection-disaster-prevention-and-mitigation-law-ley-de-proteccion-civil-prevencion-y-mitigacion-de-desastres_0c1b,legislative-decree-777-civil-protection-disaster-prevention-and-mitigation_2be0,El Salvador,SLV,2005.0,Disaster Risk Management,1,0,0,mitigation,unmapped,
law-20-444-creates-the-national-reconstruction-fund-ley-20-444-crea-el-fondo-nacional-de-la-reconstruccion_550d,law-20-444-creates-the-national-reconstruction-fund_e46d,Chile,CHL,2010.0,Disaster Risk Management,0,1,0,,,
qinghai-tibet-plateau-ecological-protection-law_ef52,qinghai-tibet-plateau-ecological-protection-law_4ce2,China,CHN,2023.0,Mitigation;Adaptation,0,0,0,,,
law-creating-the-civil-protection-disaster-prevention-and-mitigation-fund-ley-de-creacion-del-fondo-de-proteccion-civil-prevencion-y-mitigacion-de-desastres_e806,legislative-decree-778-creating-the-civil-protection-disaster-prevention-and-mitigation-fund_bfa9,El Salvador,SLV,2005.0,Disaster Risk Management,1,0,0,mitigation,unmapped,
implementing-a-guiding-law-relating-to-the-prevention-and-management-of-risks-humanitarian-crises-and-disasters-portant-loi-dorientation-relative-a-la-prevention-et-a-la-gestion-des-risques-des-crises-humanitaires-et-des-catastrophes_76ab,implementing-a-guiding-law-relating-to-the-prevention-and-management-of-risks-humanitarian-crises-and-disasters_bfc1,Burkina Faso,BFA,2014.0,Disaster Risk Management,0,1,0,,,
strengthening-environmental-protection-for-a-healthier-canada-act-s-c-2023-c-12_c641,strengthening-environmental-protection-for-a-healthier-canada-act-s-c-2023-c-12_bd88,Canada,CAN,2023.0,Mitigation;Adaptation,1,1,0,arsenic;ccl4;ch4;distress;emergency;health;hfc;ill;injury;mental;methane;nh3;nitrous;o3;ozone;so2;sulphur,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;unmapped, | SSL bypass used
building-code-updated-2021_4c1c,building-code-updated-2021_6738,New Zealand,NZL,2021.0,Mitigation,1,1,0,co;gp;greenhouse;health;healthcare;hospital;humidity;medical;mitigation;temperature;wellbeing,environmental_health;general_health;unmapped, | SSL bypass used
environment-protection-law_989d,environment-protection-law_2ad5,Vietnam,VNM,2020.0,Mitigation,1,1,0,greenhouse,environmental_health,
notification-no-402-tb-vpcp-introduction-of-auction-scheme-for-large-scale-solar-projects_1087,notification-no-402-tb-vpcp-introduction-of-auction-scheme-for-large-scale-solar-projects_c547,Vietnam,VNM,2019.0,Mitigation,1,1,0,co;corona;coronavirus;covid;decarbonisation;emergency;emitting;epidemic;greenhouse;health;healthcare;hfcs;medical;methane;mitigate;mitigation;ozone;pandemic;tb;virus,communicable_disease;environmental_health;general_health;unmapped, | SSL bypass used
scrapping-scheme-programme-for-old-vehicles_c1b9,scrapping-scheme-programme-for-old-vehicles_fad7,Türkiye,TUR,2019.0,Mitigation,1,1,0,co;emitting,unmapped, | SSL bypass used
resolution-no-16-of-october-2018-on-biofuels_2ad5,resolution-no-16-of-october-2018-on-biofuels_c337,Brazil,BRA,2018.0,Mitigation,0,1,0,,, | SSL bypass used
resolution-520-2018-on-regulation-of-solar-thermal-heaters_fddd,resolution-520-2018-on-regulation-of-solar-thermal-heaters_1909,Argentina,ARG,2018.0,Mitigation,1,1,0,greenhouse,environmental_health,
wetlands-conservation-law-of-the-people-s-republic-of-china_ca16,wetlands-conservation-law-of-the-people-s-republic-of-china_0a99,China,CHN,2021.0,Mitigation,1,1,0,co;emergency;flood;mitigate;mitigation,environmental_health;general_health;unmapped,
act-on-the-promotion-of-global-warming-countermeasures_ebc6,act-on-promotion-of-global-warming-countermeasures-law-no-117-of-1998_c497,Japan,JPN,1998.0,Mitigation,0,0,0,,, | SSL bypass used
climate-change-adaptation-act_917e,climate-change-adaptation-act_23ed,Japan,JPN,2018.0,Adaptation;Mitigation,0,0,0,,, | SSL bypass used
act-on-the-promotion-of-global-warming-countermeasures_f5a7,act-on-promotion-of-global-warming-countermeasures-law-no-117-of-1998_c497,Japan,JPN,1998.0,Mitigation,1,1,0,ch4;decarbonization;emitter;emitting;greenhouse;methane;nitrous;temperature,environmental_health;unmapped,
law-on-the-electricity-industry_26c2,law-on-the-electricity-industry_1177,Mexico,MEX,2014.0,Mitigation,1,1,0,emergency,general_health, | SSL bypass used
regulation-no-3-2008-on-the-management-of-forests_cb58,regulation-no-3-2008-on-the-management-of-forests_4894,Indonesia,IDN,2008.0,Mitigation,1,1,0,co;disease;ill,communicable_disease;unmapped, | SSL bypass used
agricultural-chemicals-regulation-law_dd0e,agricultural-chemicals-regulation-law_be59,Japan,JPN,2007.0,Mitigation,1,1,0,diseases;epidemics;health,communicable_disease;general_health, | SSL bypass used
environmental-management-and-coordination-waste-management-regulations-2006_462e,environmental-management-and-coordination-waste-management-regulations-2006_34b2,Kenya,KEN,2006.0,Mitigation,1,1,0,greenhouse,environmental_health,
general-environmental-law-no-28611_6310,general-environmental-law-no-28611_9815,Peru,PER,2005.0,Mitigation,1,1,1,emergency;greenhouse;health;injury;mitigate;mitigation,environmental_health;general_health;injury_trauma;unmapped, | SSL bypass used
law-no-148-2002-law-for-the-promotion-of-nature-restoration_1df9,law-no-148-2002-law-for-the-promotion-of-nature-restoration_a601,Japan,JPN,2002.0,Mitigation,0,1,0,,, | SSL bypass used
law-for-sustainable-rural-development_8e6f,law-for-sustainable-rural-development_a607,Mexico,MEX,2001.0,Mitigation,1,1,1,accident;co;depressed;diagnosis;diseases;emergency;health;healthcare;malnutrition;mitigate;mitigation;nutrition,communicable_disease;general_health;injury_trauma;mental_health;nutrition;unmapped,
redd-act_8847,redd-act_1a33,South Korea,KOR,2023.0,Mitigation,1,1,0,greenhouse,environmental_health,
redd-act-enforcement-decree_9e33,redd-act_1a33,South Korea,KOR,2023.0,Mitigation,1,1,0,greenhouse;mitigation,environmental_health;unmapped,
the-landlord-to-tenant-electricity-act-2017_744b,the-landlord-to-tenant-electricity-act-2017_aead,Germany,DEU,2017.0,Mitigation,1,1,0,greenhouse;temperature,environmental_health, | SSL bypass used
purchase-of-electricity-from-geothermal-plants-regulation-no-02-11_40d2,purchase-of-electricity-from-geothermal-plants-regulation-no-02-11_b1bd,Indonesia,IDN,2011.0,Mitigation,0,1,0,,, | SSL bypass used
law-for-the-use-of-renewable-energies-and-financing-the-energy-transition-laerfte_c112,law-for-the-use-of-renewable-energies-and-financing-the-energy-transition-laerfte_c3ad,Mexico,MEX,2008.0,Mitigation,0,0,0,,,
electricity-act_85ee,electricity-act_5f49,Taiwan,TWN,2017.0,Mitigation,1,1,0,accident;aids;death;emergency;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity, | SSL bypass used
law-no-9518-on-incentives-and-promotion-of-electric-transportation_f7ce,law-no-9518-on-incentives-and-promotion-of-electric-transportation_9abe,Costa Rica,CRI,2018.0,Mitigation,1,1,0,co;greenhouse;health,environmental_health;general_health;unmapped, | SSL bypass used
tax-code-of-ukraine-no-2755-vi_c0f6,tax-code-of-ukraine-no-2755-vi_2333,Ukraine,UKR,2010.0,Mitigation,1,1,0,greenhouse,environmental_health,
the-disaster-management-act-2005_988c,the-disaster-management-act-2005_5c88,India,IND,2005.0,Disaster Risk Management,0,1,0,,,
coast-conservation-amendment-act-49-2011_652d,coast-conservation-act-57-1981-as-amended-by-act-49-2011_1795,Sri Lanka,LKA,1981.0,Adaptation,1,1,0,co,unmapped, | SSL bypass used
financial-services-and-markets-act-2023_8730,financial-services-and-markets-act-2023_638c,United Kingdom,GBR,2023.0,Mitigation;Disaster Risk Management;Loss And Damage;Adaptation,1,1,0,greenhouse,environmental_health,
act-no-xxxiv-of-2014-and-associated-feed-in-tariffs-regulations_1a00,act-no-xxxiv-of-2014-and-associated-feed-in-tariffs-regulations_697c,Malta,MLT,2014.0,Mitigation,1,1,0,greenhouse;healthcare;hospital;medical,environmental_health;general_health, | SSL bypass used
the-carbon-accounting-determination-of-excess-uk-assigned-amount-units-regulations-2023_fd20,the-carbon-accounting-determination-of-excess-uk-assigned-amount-units-regulations-2023_b9fb,United Kingdom,GBR,2023.0,Mitigation,1,1,0,greenhouse,environmental_health, | SSL bypass used
australian-renewable-energy-agency-act-2011_69e6,australian-renewable-energy-agency-act-2011_e029,Australia,AUS,2011.0,Mitigation,1,1,0,greenhouse;mental,environmental_health;mental_health, | SSL bypass used
australian-national-registry-of-emissions-units-act-2011_7846,australian-national-registry-of-emissions-units-act-2011_bab9,Australia,AUS,2011.0,Mitigation,1,1,0,co;greenhouse;health;medical,environmental_health;general_health;unmapped, | SSL bypass used
climate-change-authority-act-2011_4163,climate-change-authority-act-2011_c4f5,Australia,AUS,2011.0,Adaptation;Mitigation,1,1,0,greenhouse;mental,environmental_health;mental_health, | SSL bypass used
the-treasury-laws-amendment-financial-market-infrastructure-and-other-measures-act-2024_7c8c,the-treasury-laws-amendment-financial-market-infrastructure-and-other-measures-act-2024_31d9,Australia,AUS,2024.0,Mitigation,0,0,0,,,
energy-conservation-law_16af,energy-conservation-law_60f1,China,CHN,2007.0,Mitigation,0,0,0,,, | SSL bypass used
law-on-a-national-certificate-trade-for-fuel-emissions_68c4,fuel-emissions-trading-act-behg_5296,Germany,DEU,2019.0,Mitigation,1,1,0,aids;greenhouse,communicable_disease;environmental_health, | SSL bypass used
climate-change-act-2022_98bb,climate-change-act-2022_ba85,Australia,AUS,2022.0,Mitigation,1,1,0,greenhouse;health;temperature,environmental_health;general_health, | SSL bypass used
law-21-2013-of-10-october-for-the-promotion-of-the-rehabilitation-of-the-real-estate-park-the-improvement-of-the-energy-efficiency-of-buildings-and-the-use-of-renewable-energies_d357,law-21-2013-of-10-october-for-the-promotion-of-the-rehabilitation-of-the-real-estate-park-the-improvement-of-the-energy-efficiency-of-buildings-and-the-use-of-renewable-energies_4e33,Andorra,AND,2013.0,Mitigation,1,1,0,co,unmapped, | SSL bypass used
regulations-amending-schedule-2-to-the-greenhouse-gas-pollution-pricing-act-and-the-fuel-charge-regulations-sor-2025-107_d34e,greenhouse-gas-pollution-pricing-act_8d0e,Canada,CAN,2018.0,Mitigation,1,1,0,co;decarbonization;emitter;emitting;greenhouse;health;methane;mitigation,environmental_health;general_health;unmapped, | SSL bypass used
federal-law-14-822-2024_ffdf,annex-volume-ii-of-federal-law-14-822-2024-on-the-annual-budget_a587,Brazil,BRA,2024.0,Mitigation;Adaptation;Disaster Risk Management,1,0,1,health;hunger,general_health;nutrition, | SSL bypass used
federal-law-15-042-2024_7b8f,federal-law-15-042-2024-on-the-brazilian-greenhouse-gas-emissions-trading-system-sbce_f7fa,Brazil,BRA,2024.0,Mitigation,1,0,0,greenhouse,environmental_health,
land-use-and-building-act_822d,land-use-and-building-decree-enacted-under-the-land-use-and-building-act-132-1999_010c,Finland,FIN,1999.0,Adaptation,0,1,0,,,
decree-no-4-059-of-december-19-2001_ea4c,law-no-10-295-2001-creating-the-national-conservation-and-rational-energy-use-policy_276b,Brazil,BRA,2001.0,Mitigation,0,0,0,,,
law-no-10-295-of-october-17-2001_7c36,law-no-10-295-2001-creating-the-national-conservation-and-rational-energy-use-policy_276b,Brazil,BRA,2001.0,Mitigation,0,1,0,,, | SSL bypass used
law-20-2012_5083,law-20-2012-approval-of-the-accountability-report-and-budget-execution-balance-fiscal-year-2022_450b,Uruguay,URY,2023.0,Mitigation,1,1,1,alcohol;clinical;disease;doctor;gestation;health;injury;medical;mitigate;psychology,communicable_disease;general_health;injury_trauma;maternal_child_health;mental_health;substance_use;unmapped, | SSL bypass used
law-19924-national-budget-law-2020-2024_8880,law-19924-national-budget-law-2020-2024_c2fd,Uruguay,URY,2020.0,Mitigation,0,0,0,,,
law-no-19889_160d,law-no-19889_24b7,Uruguay,URY,2020.0,,0,1,0,,,
law-no-19-772-on-land-use-planning-and-sustainable-development-of-the-coastal-area-of-the-atlantic-ocean-and-the-rio-de-la-plata_6f90,law-no-19-772-on-land-use-planning-and-sustainable-development-of-the-coastal-area-of-the-atlantic-ocean-and-the-rio-de-la-plata_aff7,Uruguay,URY,2019.0,Adaptation,1,1,0,mitigate;mitigation,unmapped, | SSL bypass used
law-19-585-prohibiting-fracking-and-creating-the-national-commission-for-scientific-and-technical-evaluation-cnect_df42,law-19-585-prohibiting-fracking-and-creating-the-national-commission-for-scientific-and-technical-evaluation-cnect_59f6,Uruguay,URY,2018.0,Mitigation,0,1,0,,, | SSL bypass used
law-no-19355_6d7d,law-no-19355_b5cb,Uruguay,URY,2015.0,,1,1,1,co;deaths;emergency;health;injuries,general_health;injury_trauma;mortality_morbidity;unmapped, | SSL bypass used
law-18-621-2009_c4c2,law-18-621-2019-creating-the-public-and-permanent-national-emergency-system_d6e8,Uruguay,URY,2009.0,Disaster Risk Management,1,1,1,emergency;health;mitigate;mitigation,general_health;unmapped, | SSL bypass used
law-no-18-597-on-the-efficient-use-of-energy-in-the-national-territory_a3a9,law-no-18-597-on-the-efficient-use-of-energy-in-the-national-territory-last-amended-by-law-19-924-2020_026f,Uruguay,URY,2009.0,Mitigation,1,1,0,emergency;greenhouse,environmental_health;general_health, | SSL bypass used
law-15939-87-forest-law_45c1,law-15939-87-forest-law_070f,Uruguay,URY,1988.0,Mitigation,1,1,0,alcohol;diseases,communicable_disease;substance_use, | SSL bypass used
law-on-targeted-subsidies_afc1,law-on-targeted-subsidies_b056,Iran,IRN,2010.0,Mitigation,1,1,0,health;illnesses;medical;patients,communicable_disease;general_health, | SSL bypass used
sierra-leone-meteorological-agency-act-8-2017_4ea4,sierra-leone-meteorological-agency-act-8-2017_5198,Sierra Leone,SLE,2017.0,,1,1,0,co;disease;drought;flood;illness;mitigate;storms,communicable_disease;environmental_health;unmapped, | SSL bypass used
